HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,stats_sum_diff,First_win,First_pokemon_Legendary,Second_pokemon_Legendary
41,75,38,23,48,-30,195,0,0,0
6,27,10,-15,10,-35,3,0,0,0
-106,35,70,5,4,-30,-22,0,0,0
-5,-10,-15,66,42,32,110,1,0,0
18,100,35,30,-65,5,123,1,0,0
5,-5,-5,10,-15,5,-5,1,0,0
55,-34,55,95,55,14,240,1,0,0
-51,-65,-78,-108,-63,-5,-370,0,0,1
41,70,10,105,41,55,322,1,1,0
-20,-65,-30,-110,-50,-95,-370,0,0,0
-30,5,-30,-35,-5,-45,-140,0,0,1
-30,-30,30,-20,-30,-65,-145,0,0,0
-30,-40,-65,-20,-10,-10,-175,0,0,0
50,15,-25,10,-15,-50,-15,0,0,0
-35,-24,-63,10,-43,35,-120,1,0,0
43,20,9,20,13,25,130,1,1,0
-30,-45,-40,-75,-45,45,-190,1,0,0
26,54,9,64,9,43,205,1,0,0
-15,-15,-35,-5,-35,15,-90,1,0,0
-40,-55,-48,-55,-48,26,-220,1,0,0
-50,-40,-21,-20,-27,-31,-189,0,0,0
-22,-5,-105,-35,-105,-8,-280,0,0,1
-5,-20,-13,60,40,-10,52,0,0,0
-36,-2,15,-45,-50,-2,-120,0,0,0
-29,-19,-40,-73,-36,-64,-261,0,0,0
-10,10,-10,5,5,-20,-20,0,0,0
-20,-65,-25,-70,40,-35,-175,0,0,0
15,-11,-25,20,20,11,30,1,0,0
-10,20,9,-30,-6,-13,-30,0,0,0
-21,8,8,-44,-34,61,-22,1,0,0
-44,-64,-50,25,-30,10,-153,1,0,0
-40,10,-25,-50,-55,30,-130,1,0,0
-15,-5,-30,35,-35,-20,-70,0,0,0
40,75,39,60,44,14,272,1,0,0
-50,-5,31,40,76,20,112,1,0,0
-27,-3,-2,-62,-68,2,-160,1,0,0
1,-3,3,-13,5,2,-5,1,0,0
10,15,52,15,-10,25,107,1,0,0
-14,-23,-10,-70,-40,-18,-175,0,0,0
20,42,-35,-20,10,3,20,1,0,0
7,-7,8,70,60,15,153,1,0,0
-45,-90,55,-5,85,15,15,0,0,0
45,31,20,106,60,64,326,1,0,0
70,108,2,78,12,60,330,1,1,0
32,40,35,85,40,70,302,1,0,0
20,-10,10,25,20,-25,40,0,0,0
11,-11,-33,-60,-30,-2,-125,0,0,0
0,25,0,55,0,40,120,1,0,0
-45,70,55,60,-5,73,208,1,0,0
-40,35,92,65,87,71,310,1,0,0
-25,35,45,70,75,115,315,1,0,0
-30,15,35,-65,-55,-60,-160,0,0,0
25,-30,25,-70,30,-50,-70,0,0,0
15,-32,-15,-55,-15,-60,-162,0,0,1
-8,14,-10,-20,-39,0,-63,0,0,0
-15,-2,-40,7,-30,-15,-95,0,0,0
-15,-30,-90,-55,-85,15,-260,0,0,0
-19,20,0,-15,-10,45,21,1,0,0
5,-75,35,20,50,-10,25,0,0,0
-35,-145,-55,0,-30,-25,-290,0,0,0
45,40,25,75,85,15,285,1,0,0
55,88,-167,88,-167,96,-7,1,0,0
-40,-70,-125,-20,-5,10,-250,1,0,0
-25,-10,-35,-45,20,5,-90,1,0,0
-15,-10,2,-5,45,50,67,1,0,0
-85,-25,-43,-20,-15,3,-185,1,0,1
-14,-49,-25,50,5,-25,-58,0,0,0
6,-5,-2,-2,3,-10,-10,0,0,0
-29,-41,-11,7,-16,32,-58,1,0,0
215,-35,-25,45,95,0,295,0,0,0
30,5,50,35,15,-85,50,0,0,0
8,-20,20,30,35,17,90,0,0,0
45,70,30,70,30,50,295,1,1,0
22,20,25,-20,5,-37,15,0,0,0
12,-26,41,-91,31,-72,-105,0,0,0
63,38,-3,26,1,54,179,0,0,0
8,12,40,14,-7,-11,56,0,0,0
20,5,-25,70,-35,-30,5,0,0,0
17,-31,-13,-16,7,-24,-60,0,0,0
-40,-50,-30,-119,-99,0,-338,0,0,1
-30,-30,-26,-70,-46,-58,-260,0,0,0
10,10,-2,-35,-2,-11,-30,0,0,0
-30,20,-10,-16,-56,-10,-102,0,0,0
-25,-110,-10,-85,-30,-85,-345,0,0,0
-35,30,-28,-20,-55,3,-105,1,0,0
-5,84,6,106,-6,65,250,1,1,0
70,70,0,20,-100,40,100,1,1,1
-10,-5,-120,4,-2,28,-105,1,0,0
40,45,16,56,32,52,241,1,0,0
81,71,65,51,48,34,350,1,1,0
-19,22,83,-13,83,-36,120,0,0,0
30,30,20,20,30,70,200,1,0,0
39,68,33,-7,10,-3,140,0,0,0
-30,-95,-195,-30,-40,5,-385,0,0,0
56,-29,-71,56,-21,45,36,0,0,0
-15,42,-25,22,-70,23,-23,1,0,0
75,117,52,67,42,31,384,1,1,0
17,27,52,18,44,-15,143,0,0,0
5,-9,15,61,0,29,101,1,0,0
15,-7,13,-62,8,-35,-68,0,0,0
-60,-23,-23,-40,-41,-17,-204,1,0,0
0,-23,21,-5,38,-31,0,0,0,0
-6,-2,25,0,24,-21,20,0,0,0
5,5,-20,-17,-53,66,-14,1,0,0
-65,40,-110,125,-35,110,65,1,1,0
-52,-25,-35,-10,-15,5,-132,1,0,0
45,60,70,40,25,35,275,1,1,0
22,108,55,25,75,60,345,1,0,0
-15,-70,-25,10,-20,-40,-160,0,0,0
62,114,102,68,54,33,433,1,1,0
10,15,-105,-20,35,35,-30,1,0,0
31,54,-15,50,20,35,175,1,0,0
25,5,-35,5,20,80,100,1,0,0
-83,-35,-22,-17,-41,-3,-201,0,0,0
-80,-125,-75,-50,-10,-30,-370,0,0,1
-60,-103,-45,-17,5,-25,-245,0,0,0
-20,-58,-25,-115,-80,-22,-320,0,0,1
38,83,42,39,44,40,286,1,0,0
33,-24,56,15,56,-1,135,0,0,0
2,15,2,13,6,37,75,1,0,0
29,47,12,30,31,31,180,1,1,0
-60,-65,27,35,47,6,-10,1,0,0
34,23,0,120,90,13,280,0,1,0
18,19,23,50,25,25,160,1,0,0
5,5,-130,105,25,80,90,1,1,0
1,34,-1,51,11,-15,81,0,1,0
-8,-8,12,-64,-32,-52,-152,0,0,0
0,-67,17,51,37,43,81,1,0,0
-39,24,-14,-21,-39,38,-51,1,0,0
60,90,90,95,70,5,410,1,1,0
10,-40,-25,-15,-15,-45,-130,0,0,0
30,10,75,25,30,25,195,1,0,0
55,128,30,153,130,61,557,1,1,0
5,65,-45,85,5,5,120,1,0,0
5,20,29,-20,60,11,105,1,0,0
-64,-26,-24,-41,-24,18,-161,0,0,0
15,50,85,10,55,-10,205,0,0,0
40,64,8,64,8,-4,180,0,0,0
-15,20,-10,30,0,15,40,1,0,0
-10,0,5,-35,5,-20,-55,0,0,0
-1,-11,-5,39,2,-4,20,0,1,1
0,40,0,-50,20,85,95,1,0,0
28,-2,55,16,91,-8,180,0,1,0
35,-80,20,-15,20,-25,-45,0,0,0
-75,-35,15,-15,75,25,-10,1,0,0
80,-20,30,10,35,-15,120,0,1,0
4,13,13,20,15,-25,40,0,0,0
20,2,-41,-30,1,53,5,1,0,0
55,15,39,38,65,21,233,1,0,0
48,3,28,45,48,0,172,0,0,0
20,20,65,30,-10,30,155,1,0,0
-25,-5,-25,-70,15,5,-105,1,0,0
-20,0,-7,-60,-82,-46,-215,0,0,0
-40,8,-8,-68,-59,-13,-180,0,0,0
60,97,75,32,70,-50,284,1,0,0
40,-10,10,0,0,-50,-10,0,0,0
26,60,40,48,42,44,260,1,0,0
-51,-13,22,38,-7,11,0,1,0,0
-24,-46,-39,9,-39,38,-101,1,0,0
70,70,60,10,50,10,270,1,0,0
-36,18,-20,23,-15,61,31,1,0,0
-20,8,-35,-22,-40,75,-34,0,0,0
-20,17,-10,-8,-27,38,-10,1,0,0
49,33,20,50,15,-95,72,0,0,0
26,-1,35,82,15,23,180,1,0,0
-35,-50,-45,25,-90,2,-193,1,0,0
-25,-5,-20,15,-20,-75,-130,0,0,0
0,0,4,-40,-16,-28,-80,0,0,0
15,10,-3,-8,-3,-19,-8,0,0,0
-10,-10,-10,0,25,15,10,1,0,0
-15,10,15,45,10,5,70,1,0,0
29,12,50,-3,45,-54,79,0,0,0
44,50,53,45,25,18,235,1,1,0
5,-10,20,-5,20,-24,6,0,0,0
30,-2,-72,33,-72,56,-27,1,0,0
15,77,35,77,10,-80,134,1,0,0
60,105,65,66,55,25,376,1,0,0
10,55,-35,80,10,70,190,1,0,0
28,65,15,-55,5,-5,53,0,0,0
-10,13,7,-40,-15,-15,-60,0,0,0
5,15,-10,5,20,-10,25,0,0,0
-25,-50,-34,-30,-44,-45,-228,0,0,0
-5,-25,20,20,30,25,65,1,0,0
-30,-55,55,-35,5,-60,-120,0,0,0
0,-25,-9,20,6,5,-3,1,0,0
-75,25,-50,25,-50,25,-100,1,1,1
-44,-48,-80,-90,-75,-18,-355,0,0,0
15,-35,0,-20,-30,-10,-80,0,0,0
45,50,60,-5,-5,-10,135,0,0,0
30,-12,-88,-6,-32,20,-88,1,0,0
0,57,5,48,35,-20,125,0,0,0
-5,2,-29,35,-24,-5,-26,0,0,0
64,9,55,27,85,47,287,1,0,0
16,72,31,-1,-19,58,157,1,0,0
-45,-65,-40,-75,-40,-40,-305,0,0,0
40,-12,43,43,38,-13,139,0,0,0
15,-40,-20,20,-25,-35,-85,0,0,0
-30,-60,-120,-55,-50,5,-310,1,0,1
10,7,45,30,45,45,182,1,0,0
-8,0,5,-40,-40,-40,-123,0,0,0
-50,-7,-27,-78,-78,-20,-260,0,0,0
15,60,0,-20,-80,-20,-45,1,0,0
-25,-43,-22,40,30,20,0,1,0,0
-5,15,35,-30,-20,-55,-60,0,0,0
0,19,5,19,60,-4,99,0,0,0
-25,-25,5,45,5,5,10,1,0,0
-50,0,-43,-30,-55,53,-125,0,0,0
-13,-14,-62,-8,2,-34,-129,0,0,0
78,61,-46,16,-1,-18,90,1,0,0
0,-75,-45,-25,-10,-45,-200,0,0,0
10,20,-75,25,-45,5,-60,1,0,0
85,95,75,-15,0,-45,195,1,0,0
9,-19,20,-11,5,-19,-15,1,0,0
-20,-73,-50,-88,-55,45,-241,0,0,0
70,65,70,0,65,20,290,1,0,0
-30,-29,-25,37,-25,-14,-86,0,0,0
35,50,15,80,-25,-40,115,0,0,0
20,0,10,-35,-10,-40,-55,0,0,0
40,45,50,60,45,55,295,1,0,0
-15,-20,5,80,70,70,190,1,0,0
-40,-90,-40,-95,-40,-40,-345,0,0,0
-41,-5,-34,49,8,59,36,1,0,0
30,15,0,75,115,55,290,1,0,0
45,-3,23,-25,-15,-55,-30,1,0,0
-48,-35,-15,-20,-5,-72,-195,0,0,0
-46,-82,-41,-17,-25,-34,-245,0,0,0
-4,7,-14,-46,-14,12,-59,1,0,0
-12,-15,-85,-15,-25,20,-132,1,0,0
3,-25,-64,5,-14,5,-90,1,0,0
-55,105,30,105,25,40,250,1,0,0
-16,22,2,43,-12,31,70,1,0,0
30,60,20,25,40,80,255,1,0,0
10,-5,35,35,50,5,130,1,0,0
-50,-140,-56,-10,-66,-18,-340,0,0,0
-8,-10,-20,-55,20,10,-63,1,0,0
50,45,30,100,20,40,285,1,0,0
28,27,15,20,30,30,150,1,0,0
39,14,15,52,65,-8,177,0,0,0
35,58,-28,35,40,60,200,1,0,0
17,35,54,65,4,25,200,1,0,0
30,8,13,-15,13,-36,13,0,0,0
-25,10,25,57,83,29,179,1,0,0
-33,-37,-23,7,23,66,3,1,0,0
30,30,-29,20,-9,3,45,1,0,0
3,25,-5,80,60,60,223,1,0,0
60,110,30,90,-40,65,315,1,1,0
-12,-1,-20,-21,-17,-19,-90,0,0,0
4,-15,-15,23,3,-5,-5,0,0,0
80,-20,1,50,-15,-16,80,0,0,0
-30,-59,-30,40,-20,74,-25,1,0,0
-46,-104,-60,-80,-80,-35,-405,0,0,0
6,18,5,48,5,64,146,1,0,0
45,35,5,5,55,15,160,1,0,0
38,28,7,-59,-34,-26,-46,0,0,0
-25,25,55,-20,10,50,95,1,0,0
20,0,-55,-40,0,-10,-85,0,0,0
8,100,50,70,10,-20,218,0,0,0
9,-8,5,26,34,22,88,1,0,0
-26,40,34,-57,68,-15,44,0,0,0
-5,-88,3,-35,20,-55,-160,0,0,0
-10,-6,-5,14,-5,-20,-32,0,0,0
27,15,28,0,25,-25,70,0,0,0
95,45,35,35,35,55,300,1,1,0
-55,-84,-55,-20,-35,-31,-280,0,0,0
-20,34,66,15,10,5,110,1,0,0
10,-65,-165,80,10,70,-60,0,0,0
-39,-56,-35,-70,-30,-50,-280,0,0,0
-20,0,-25,-9,-35,-17,-106,0,0,0
-48,-30,-10,0,0,-2,-90,0,0,0
10,-20,-37,-60,-17,9,-115,1,0,0
38,83,80,8,-20,29,218,1,0,0
20,-65,5,110,-5,15,80,1,1,0
25,31,13,29,-5,-29,64,0,0,0
-9,-50,-113,-50,-113,16,-319,1,0,1
-10,-75,-10,-50,-45,-10,-200,0,0,0
18,30,10,100,90,65,313,1,0,0
-20,15,-20,-35,-45,-7,-112,0,0,0
0,45,70,-90,-40,-85,-100,1,0,0
0,-50,-75,-34,46,20,-93,1,0,0
-10,-75,-5,-2,30,20,-42,1,0,0
10,35,15,30,35,10,135,1,0,0
-56,-55,-20,-75,-84,-42,-332,0,0,1
-14,-21,32,14,32,-8,35,0,0,0
-51,-7,35,6,18,57,58,1,0,0
-18,-45,30,-55,-70,-70,-228,0,0,0
19,26,25,10,70,-10,140,0,0,0
0,20,5,20,0,-15,30,0,0,0
76,83,52,85,57,39,392,1,1,0
-5,-26,-24,6,-36,-35,-120,0,0,0
15,38,23,33,18,66,193,1,0,0
60,55,25,50,20,0,210,0,1,0
-40,-30,-15,60,15,25,15,1,0,0
45,45,25,90,90,40,335,1,0,0
10,70,30,40,80,20,250,1,0,0
-10,-35,43,5,0,-18,-15,0,0,0
-34,22,54,-23,49,-79,-11,0,0,0
25,20,-45,5,30,20,55,1,0,0
15,50,16,0,-4,65,142,1,0,0
5,-105,-55,-75,-55,-80,-365,0,0,1
5,-8,-62,22,-12,53,-2,1,0,0
-31,-5,-80,-30,-23,-48,-217,0,0,1
15,15,14,20,14,56,134,1,0,0
-33,-24,-48,-29,-35,-35,-204,0,0,0
25,62,-15,-30,-40,27,29,1,0,0
10,-40,15,-15,-15,0,-45,0,0,0
-52,-65,-10,-15,-25,-40,-207,0,0,0
-50,-7,-27,-78,-78,-50,-290,0,0,0
-5,-11,5,-11,5,15,-2,1,0,0
-5,-40,21,35,25,4,40,1,1,0
-7,0,10,-46,-7,-20,-70,0,0,0
-25,-70,-35,-35,-40,-50,-255,0,0,0
0,-30,8,-45,13,-46,-100,0,0,0
17,35,15,45,10,-57,65,1,0,0
40,75,63,20,-2,-50,146,1,0,0
-10,-3,-15,13,-35,-45,-95,0,0,0
8,50,-10,5,-20,0,33,0,0,0
-15,5,-26,-25,-21,30,-52,1,0,0
-12,-74,-50,-54,-10,45,-155,0,0,0
24,43,69,39,17,-11,181,0,0,0
-35,32,42,122,42,57,260,1,0,0
10,13,10,3,10,-5,41,0,0,0
-10,-65,-25,-90,-45,-60,-295,0,0,1
-51,-150,-50,-89,-15,-90,-445,1,0,1
30,-5,-40,-30,-80,-60,-185,1,0,0
18,-65,25,105,75,42,200,1,0,0
-6,-24,23,66,31,0,90,0,0,0
-47,-90,-45,-110,-55,-3,-350,0,0,1
-65,-110,-50,-40,-91,-24,-380,0,0,0
-45,-55,185,-65,185,-90,115,0,0,0
24,-14,3,31,16,-40,20,0,0,0
-45,-12,-105,-9,64,48,-59,1,0,0
-22,-15,-115,15,-95,-10,-242,0,0,0
21,22,27,45,35,55,205,1,0,0
15,7,25,80,10,18,155,1,0,0
-5,40,-5,62,5,65,162,1,0,0
-7,-40,3,-2,3,-22,-65,0,0,0
12,0,25,-95,-10,-21,-89,0,0,0
-30,52,30,5,25,59,141,1,0,0
31,-10,20,2,22,24,89,1,0,0
-20,-80,-5,-50,-5,-42,-202,0,0,0
-4,65,-25,114,25,90,265,1,1,0
-33,32,4,86,46,86,221,1,0,0
2,49,-12,-11,-32,59,55,1,0,0
10,-4,-45,46,-25,69,51,1,0,0
-85,-85,-55,-100,-50,-40,-415,0,0,1
-30,-55,6,-60,-44,-15,-198,0,0,0
-60,-52,-40,13,5,-3,-137,0,0,0
80,25,35,-15,70,20,215,1,0,0
-5,3,4,-55,-6,-20,-79,0,0,0
84,0,-70,15,-5,-20,4,0,0,0
-73,-27,-32,-49,-52,6,-227,1,0,0
40,90,25,-40,-15,-20,80,0,0,0
0,10,10,90,20,65,195,1,0,0
38,-15,-18,-8,1,18,16,1,0,0
20,-2,-5,7,45,35,100,1,0,0
46,59,12,74,32,51,274,1,0,0
20,10,50,20,-5,10,105,1,0,0
-15,-5,-5,-13,-32,-60,-130,0,0,0
-58,34,0,-66,17,11,-62,0,0,1
10,51,-30,-24,-10,89,86,1,0,0
70,105,81,70,51,33,410,1,1,0
45,-5,-28,-5,18,-5,20,0,0,0
-98,-45,-96,-46,-50,0,-335,0,0,1
-15,-45,-85,-15,-45,-55,-260,0,0,0
15,-10,-85,-25,-15,-5,-125,0,0,0
78,-15,-45,-35,-45,-38,-100,0,0,0
0,-40,15,50,35,-50,10,0,0,0
-57,-89,-50,-89,-50,-45,-380,0,0,1
-15,-18,-50,-15,-45,14,-129,1,0,0
0,-17,-60,2,-40,27,-88,1,0,0
10,-10,125,0,10,-55,80,0,0,0
-29,-36,-25,-55,-25,10,-160,1,0,0
-7,-15,-35,-43,-38,-30,-168,0,0,0
40,25,40,40,25,5,175,1,1,0
75,50,-10,130,60,65,370,1,1,0
5,22,83,10,25,15,160,1,0,0
20,50,-51,-15,-30,-14,-40,0,0,1
-65,87,32,137,42,62,295,1,1,0
-4,7,2,4,12,0,21,0,0,0
14,-24,-15,-7,10,-58,-80,0,0,1
35,73,45,20,10,37,220,1,0,0
5,30,65,5,30,30,165,1,0,0
20,30,55,135,75,50,365,1,1,0
-5,65,10,5,20,70,165,1,0,0
0,-45,-29,0,-50,-31,-155,0,0,0
-20,-25,0,70,20,45,90,0,0,0
15,-40,10,-18,10,33,10,1,0,0
25,-15,80,-90,30,-35,-5,0,0,0
8,165,110,105,30,62,480,1,0,0
0,40,-50,75,15,55,135,1,0,0
0,15,0,60,-5,20,90,1,0,0
-10,-20,-150,-15,-65,-15,-275,0,0,1
26,30,-21,56,-16,100,175,1,0,0
-6,3,50,5,30,-22,60,0,0,0
27,85,-10,-15,-20,-52,15,0,0,0
40,65,75,60,30,-30,240,1,0,0
10,-70,52,-70,52,-20,-46,0,0,0
15,33,3,-32,-12,-9,-2,0,0,0
15,-60,35,20,35,-20,25,0,0,0
73,25,56,-40,51,-30,135,0,0,0
31,18,33,-28,-3,-31,20,0,0,0
-14,-27,20,-49,-17,12,-75,1,0,0
21,59,30,26,25,-1,160,0,0,0
-20,-45,20,25,65,5,50,1,1,0
-20,-76,-51,5,-5,-25,-172,0,0,0
-20,-45,-5,-10,20,-70,-130,0,0,0
0,5,5,40,5,-20,35,0,0,0
-10,22,104,4,-34,-62,24,0,0,0
26,27,96,27,26,-41,161,0,0,0
51,17,60,99,60,48,335,1,0,0
2,19,129,-24,31,-76,81,1,1,0
-10,5,5,5,25,40,70,1,0,0
-6,-40,-34,30,43,-28,-35,0,0,1
5,-65,6,45,-5,-36,-50,0,0,0
40,67,27,7,12,-19,134,0,0,0
-43,20,68,-42,-16,-23,-36,0,0,0
-35,-15,-20,-25,-45,-50,-190,0,0,0
8,69,22,20,20,18,157,1,0,0
17,8,17,-37,17,12,34,1,0,0
20,45,-10,110,50,90,305,1,0,0
35,40,45,5,15,-20,120,0,0,0
30,62,42,97,28,96,355,1,1,0
-3,-13,7,-33,7,-43,-78,0,0,0
66,65,25,54,-30,40,220,1,1,0
51,14,-3,-31,42,-43,30,1,0,0
0,-7,0,5,10,-42,-34,0,0,0
11,65,21,94,0,49,240,1,1,0
-30,-45,-20,22,-10,-40,-123,0,0,0
-15,-30,5,25,-15,30,0,1,0,0
20,-25,-40,-10,0,-10,-65,0,0,0
30,30,20,-30,-20,-65,-35,0,0,0
15,0,44,10,24,102,195,1,0,0
-13,30,-35,60,-5,95,132,1,1,0
30,45,30,25,25,14,169,1,0,0
-20,10,30,-20,-50,-20,-70,0,1,1
0,90,20,95,20,50,275,1,0,0
15,-10,-8,45,-8,16,50,1,0,0
15,25,-15,55,-10,100,170,1,0,0
20,23,-10,-40,25,7,25,1,0,0
51,40,50,94,50,90,375,1,1,0
-26,-31,-5,-50,0,-80,-192,0,0,0
33,75,5,20,-10,35,158,1,0,0
5,10,-5,-10,0,5,5,1,0,0
20,34,28,-41,-9,-37,-5,0,0,0
40,50,15,25,15,-20,125,0,0,0
-8,15,9,10,9,-50,-15,0,0,0
18,50,5,-5,-15,12,65,1,1,0
50,25,-5,75,5,10,160,1,1,0
45,-15,25,30,40,-55,70,0,0,0
-30,-26,-46,-10,-30,-68,-210,0,0,0
26,15,16,33,-17,33,106,1,1,0
-30,-5,15,-15,-20,-10,-65,0,0,0
25,50,-30,-30,-15,30,30,1,0,0
-10,5,15,-29,13,8,2,1,0,0
60,29,65,70,90,13,327,1,1,0
-20,-20,-38,-30,-28,-75,-211,0,0,0
-65,40,-20,-35,-105,-15,-200,0,0,0
-65,-88,10,13,-22,-93,-245,0,0,0
-51,-3,-32,0,-25,35,-76,1,0,0
-25,-33,1,-54,-15,-58,-184,0,0,0
20,-5,-30,35,20,20,60,1,0,0
-20,-45,40,-60,-23,-77,-185,0,0,0
-38,-21,-40,-51,-70,-65,-285,0,0,0
38,60,25,10,15,32,180,1,0,0
-75,-10,-65,-5,-45,10,-190,1,0,0
15,-17,-35,-17,-5,33,-26,1,0,0
13,23,-38,1,-24,49,24,1,0,0
10,21,-17,9,-9,-6,8,0,0,0
-30,-47,-12,-87,-70,-75,-321,0,0,0
16,48,22,-16,-1,1,70,1,0,0
0,5,5,35,10,14,69,1,0,0
-35,-18,-28,-63,-18,-31,-193,0,0,0
36,75,19,75,19,40,264,1,0,0
15,27,15,53,35,65,210,1,0,0
-5,-45,-70,-30,-30,-40,-220,0,0,0
5,-42,-50,-18,-20,-25,-150,0,0,0
25,30,-40,95,25,50,185,1,1,0
12,15,58,-43,-15,-20,7,0,0,0
0,-24,-55,-19,-30,9,-119,1,0,0
15,52,26,32,22,38,185,1,0,0
-14,20,48,-15,-53,-17,-31,0,0,0
-10,40,-53,-12,-55,25,-65,1,0,0
-40,-55,-15,-55,-25,-30,-220,0,0,0
7,45,20,25,0,-47,50,0,0,0
-12,48,58,48,58,-20,180,0,0,0
-26,-12,17,-34,21,-47,-81,0,0,0
-2,24,43,-12,-21,32,64,1,0,0
50,10,-180,10,-180,35,-255,1,0,0
-10,-20,-10,0,5,-20,-55,0,0,0
-25,25,4,10,4,-4,14,0,0,0
-23,6,-3,-35,-10,-55,-120,0,0,0
-15,0,22,-42,-25,-46,-106,0,0,1
23,-27,-12,-24,-18,14,-44,1,0,0
-30,-73,-22,20,-30,0,-135,0,0,0
25,-70,-20,-20,-20,5,-100,1,0,1
0,-35,-25,-5,-25,-60,-150,0,0,0
21,-8,40,94,55,73,275,1,0,0
-105,-41,20,-33,-75,-2,-236,0,0,0
25,60,-30,75,28,77,235,1,0,0
22,8,25,26,37,-18,100,0,1,0
8,68,5,-13,-15,5,58,1,0,0
-20,35,-55,-5,30,30,15,1,0,0
-80,20,35,95,10,80,160,1,1,0
0,20,10,125,5,35,195,1,0,0
-10,15,20,-25,-5,13,8,1,0,0
-13,-48,-38,-114,-72,-67,-352,0,0,1
-39,-101,-2,15,15,22,-90,0,0,0
20,80,49,-13,70,21,227,1,0,0
75,-17,-7,-35,-40,-11,-35,0,0,0
21,-41,-38,7,24,-32,-59,0,0,0
12,-65,-15,15,-35,-10,-98,0,0,0
5,15,20,62,60,45,207,1,0,0
15,-18,-9,29,27,42,86,1,0,0
-6,-49,-20,63,-15,-18,-45,0,0,1
70,50,-20,40,30,60,230,1,0,0
0,-15,15,-25,30,-25,-20,0,0,0
10,15,-5,35,45,35,135,1,0,0
18,35,-30,125,85,65,298,1,0,0
-5,60,5,-40,-25,-20,-25,0,0,0
25,-25,25,70,25,15,135,1,0,0
-15,10,-30,-60,-35,0,-130,0,0,0
-26,-35,-20,-25,-10,16,-100,1,1,1
-5,-24,-52,-14,-52,36,-111,0,0,0
-5,10,55,-40,-15,-20,-15,0,0,0
-75,0,-57,-20,-57,26,-183,1,0,1
15,-60,20,15,50,-5,35,0,1,0
-10,-45,20,55,0,-10,10,0,0,0
-20,14,20,4,-10,-30,-22,0,0,0
15,-55,-8,40,-65,8,-65,1,0,0
50,22,10,60,50,-12,180,0,0,0
10,10,15,-10,-10,45,60,0,0,0
50,45,65,45,25,15,245,1,1,0
10,-65,45,-5,-20,-35,-70,0,0,1
8,-11,43,11,-3,-33,15,0,0,0
-20,57,-10,22,-5,-2,42,0,0,0
-11,-65,-5,25,-5,-19,-80,0,0,0
-15,-55,-20,20,-10,-35,-115,0,0,0
13,60,139,-20,-7,-25,160,0,0,0
-13,-45,-10,-15,-20,-67,-170,0,0,0
22,55,65,4,36,18,200,1,0,0
-45,-55,14,30,14,-18,-60,0,0,0
20,7,7,38,28,20,120,1,0,0
-46,-31,28,-9,22,-19,-55,0,0,1
-125,57,64,25,17,51,89,1,0,0
-12,-28,-48,-85,-49,-28,-250,0,0,0
-59,25,-15,-100,-45,-70,-264,0,0,0
180,-85,-112,17,60,-14,46,0,0,0
-19,-53,-7,-45,0,-51,-175,0,0,1
30,80,85,45,45,25,310,1,0,0
10,-60,-5,-30,-5,-36,-126,0,0,0
-5,-61,-18,37,-24,-2,-73,0,0,1
-3,-29,-10,15,5,0,-22,0,0,0
10,15,35,55,50,30,195,1,0,0
-35,5,-40,-40,-30,-5,-145,0,0,1
35,50,40,5,35,15,180,1,0,0
-3,60,-20,-60,-45,-32,-100,0,0,0
-13,19,77,-1,74,-15,141,0,0,0
-19,-75,37,-5,-80,-47,-189,0,0,0
30,85,30,60,30,-30,205,1,0,0
0,110,15,120,60,75,380,1,1,0
-21,-14,-30,-55,-15,45,-90,1,0,0
5,-13,-22,7,-18,-9,-50,0,0,0
-46,-42,-20,-75,-26,-57,-266,0,0,1
26,-17,-13,44,24,-7,57,0,0,0
-10,68,62,-30,20,-10,100,0,0,0
15,-20,20,-10,30,45,80,1,0,0
-20,5,-8,-30,-35,15,-73,1,0,0
-30,-35,5,30,15,55,40,0,0,0
-17,10,-38,-10,-60,0,-115,0,0,1
15,15,-40,25,-20,10,5,1,0,0
19,0,63,35,33,-1,149,0,0,0
-35,-31,10,-39,25,-34,-104,0,0,0
-15,-20,-15,-45,-15,-40,-150,0,0,0
65,0,80,15,90,45,295,1,0,0
25,-5,0,10,0,100,130,1,0,0
-10,-29,20,-9,25,-26,-29,0,0,0
10,-3,10,57,20,78,172,1,0,0
20,-30,-15,10,15,-30,-30,0,0,0
-30,-12,60,-13,60,10,75,1,1,0
-35,-37,-55,-55,-55,-55,-292,0,0,1
10,-12,118,2,88,-11,195,0,0,0
-35,-25,-40,20,5,65,-10,1,0,0
-25,-12,0,-25,35,-49,-76,0,0,0
0,25,95,-10,-20,50,140,1,0,0
10,40,40,-30,-25,-45,-10,0,0,0
11,-5,24,70,24,2,126,1,1,0
2,17,37,-81,-14,-55,-94,0,0,0
15,-10,25,135,55,120,340,1,0,0
-30,15,30,70,25,-10,100,0,0,0
-12,-9,-57,-69,-39,-25,-211,0,0,0
38,-15,61,-34,35,40,125,1,1,0
-95,-25,0,-105,-65,-45,-335,0,0,1
-15,-50,-5,-40,5,15,-90,1,0,0
40,20,25,35,20,22,162,1,0,0
15,-8,27,34,99,10,177,1,0,0
45,64,86,95,45,50,385,1,1,0
5,60,35,0,-25,-5,70,0,0,0
-48,-95,-45,45,-5,0,-148,0,0,0
